,year,roll_number,congress,session,chamber,bill,vote_question,vote_type,date,last_name,party,state,role,vote,majority,vote_result
party30,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Boggs,D,LA,legislator,Present,D,Passed
party31,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Bonior,D,MI,legislator,Present,D,Passed
party32,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Borski,D,PA,legislator,Not Voting,D,Passed
party33,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Bosco,D,CA,legislator,Not Voting,D,Passed
party34,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Boucher,D,VA,legislator,Present,D,Passed
party35,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Boxer,D,CA,legislator,Present,D,Passed
party36,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Brennan,D,ME,legislator,Present,D,Passed
party37,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Brooks,D,TX,legislator,Present,D,Passed
party38,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Broomfield,R,MI,legislator,Present,D,Passed
party39,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Browder,D,AL,legislator,Present,D,Passed
party40,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Brown (CA),D,CA,legislator,Present,D,Passed
party41,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Brown (CO),R,CO,legislator,Present,D,Passed
party42,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Bruce,D,IL,legislator,Present,D,Passed
party43,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Bryant (TX),D,TX,legislator,Present,D,Passed
party44,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Buechner,R,MO,legislator,Present,D,Passed
party45,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Bunning,R,KY,legislator,Present,D,Passed
party46,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Burton,R,IN,legislator,Present,D,Passed
party47,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Bustamante,D,TX,legislator,Present,D,Passed
party48,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Byron,D,MD,legislator,Present,D,Passed
party49,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Callahan,R,AL,legislator,Present,D,Passed
party50,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Campbell (CA),R,CA,legislator,Present,D,Passed
party51,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Campbell (CO),D,CO,legislator,Present,D,Passed
party52,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Cardin,D,MD,legislator,Present,D,Passed
party53,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Carper,D,DE,legislator,Present,D,Passed
party54,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Carr,D,MI,legislator,Not Voting,D,Passed
party55,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Chandler,R,WA,legislator,Present,D,Passed
party56,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Chapman,D,TX,legislator,Present,D,Passed
party57,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Clarke,D,NC,legislator,Present,D,Passed
party58,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Clay,D,MO,legislator,Present,D,Passed
party59,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Clement,D,TN,legislator,Present,D,Passed
party60,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Clinger,R,PA,legislator,Present,D,Passed
party61,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Coble,R,NC,legislator,Not Voting,D,Passed
party62,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Coleman (MO),R,MO,legislator,Not Voting,D,Passed
party63,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Coleman,D,TX,legislator,Present,D,Passed
party64,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Collins (IL),D,IL,legislator,Present,D,Passed
party65,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Combest,R,TX,legislator,Present,D,Passed
party66,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Condit,D,CA,legislator,Present,D,Passed
party67,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Conte,R,MA,legislator,Present,D,Passed
party68,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Conyers,D,MI,legislator,Present,D,Passed
party69,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Cooper,D,TN,legislator,Present,D,Passed
party70,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Costello,D,IL,legislator,Present,D,Passed
party71,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Coughlin,R,PA,legislator,Not Voting,D,Passed
party72,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Courter,R,NJ,legislator,Present,D,Passed
party73,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Cox,R,CA,legislator,Present,D,Passed
party74,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Coyne,D,PA,legislator,Present,D,Passed
party75,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Craig,R,ID,legislator,Present,D,Passed
party76,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Crane,R,IL,legislator,Not Voting,D,Passed
party77,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Crockett,D,MI,legislator,Present,D,Passed
party78,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Dannemeyer,R,CA,legislator,Present,D,Passed
party79,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Darden,D,GA,legislator,Present,D,Passed
party80,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Davis,R,MI,legislator,Present,D,Passed
party81,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,de la Garza,D,TX,legislator,Present,D,Passed
party82,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,DeFazio,D,OR,legislator,Present,D,Passed
party83,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,DeLay,R,TX,legislator,Present,D,Passed
party84,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Dellums,D,CA,legislator,Present,D,Passed
party85,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Derrick,D,SC,legislator,Present,D,Passed
party86,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,DeWine,R,OH,legislator,Present,D,Passed
party87,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Dickinson,R,AL,legislator,Present,D,Passed
party88,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Dicks,D,WA,legislator,Present,D,Passed
party89,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Dingell,D,MI,legislator,Present,D,Passed
party90,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Dixon,D,CA,legislator,Present,D,Passed
party91,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Donnelly,D,MA,legislator,Not Voting,D,Passed
party92,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Dorgan (ND),D,ND,legislator,Not Voting,D,Passed
party93,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Dornan,R,CA,legislator,Not Voting,D,Passed
party94,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Douglas,R,NH,legislator,Present,D,Passed
party95,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Downey,D,NY,legislator,Present,D,Passed
party96,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Dreier,R,CA,legislator,Present,D,Passed
party97,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Duncan,R,TN,legislator,Present,D,Passed
party98,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Durbin,D,IL,legislator,Present,D,Passed
party99,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Dwyer,D,NJ,legislator,Present,D,Passed
party100,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Dymally,D,CA,legislator,Present,D,Passed
party101,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Dyson,D,MD,legislator,Present,D,Passed
party102,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Early,D,MA,legislator,Present,D,Passed
party103,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Eckart,D,OH,legislator,Present,D,Passed
party104,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Edwards (CA),D,CA,legislator,Present,D,Passed
party105,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Edwards (OK),R,OK,legislator,Present,D,Passed
party106,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Emerson,R,MO,legislator,Present,D,Passed
party107,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Engel,D,NY,legislator,Present,D,Passed
party108,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,English (OK),D,OK,legislator,Present,D,Passed
party109,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Erdreich,D,AL,legislator,Present,D,Passed
party110,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Espy,D,MS,legislator,Not Voting,D,Passed
party111,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Evans,D,IL,legislator,Present,D,Passed
party112,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Fascell,D,FL,legislator,Present,D,Passed
party113,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Fawell,R,IL,legislator,Present,D,Passed
party114,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Fazio,D,CA,legislator,Present,D,Passed
party115,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Feighan,D,OH,legislator,Present,D,Passed
party116,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Fields (TX),R,TX,legislator,Not Voting,D,Passed
party117,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Fish,R,NY,legislator,Present,D,Passed
party118,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Flake,D,NY,legislator,Present,D,Passed
party119,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Flippo,D,AL,legislator,Not Voting,D,Passed
party120,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Foglietta,D,PA,legislator,Not Voting,D,Passed
party121,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Ford (MI),D,MI,legislator,Present,D,Passed
party122,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Ford,D,TN,legislator,Present,D,Passed
party123,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Frank (MA),D,MA,legislator,Present,D,Passed
party124,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Frenzel,R,MN,legislator,Present,D,Passed
party125,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Frost,D,TX,legislator,Present,D,Passed
party126,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Gallegly,R,CA,legislator,Present,D,Passed
party127,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Gallo,R,NJ,legislator,Present,D,Passed
party128,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Gaydos,D,PA,legislator,Present,D,Passed
party129,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Gejdenson,D,CT,legislator,Present,D,Passed
party130,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Gekas,R,PA,legislator,Present,D,Passed
party131,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Gephardt,D,MO,legislator,Present,D,Passed
party132,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Geren,D,TX,legislator,Present,D,Passed
party133,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Gibbons,D,FL,legislator,Not Voting,D,Passed
party134,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Gillmor,R,OH,legislator,Present,D,Passed
party135,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Gilman,R,NY,legislator,Present,D,Passed
party136,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Gingrich,R,GA,legislator,Present,D,Passed
party137,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Glickman,D,KS,legislator,Not Voting,D,Passed
party138,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Gonzalez,D,TX,legislator,Present,D,Passed
party139,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Goodling,R,PA,legislator,Not Voting,D,Passed
party140,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Gordon,D,TN,legislator,Present,D,Passed
party141,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Goss,R,FL,legislator,Present,D,Passed
party142,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Gradison,R,OH,legislator,Present,D,Passed
party143,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Grandy,R,IA,legislator,Present,D,Passed
party144,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Grant,R,FL,legislator,Present,D,Passed
party145,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Gray,D,PA,legislator,Present,D,Passed
party146,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Green,R,NY,legislator,Present,D,Passed
party147,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Guarini,D,NJ,legislator,Present,D,Passed
party148,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Gunderson,R,WI,legislator,Present,D,Passed
party149,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Hall (OH),D,OH,legislator,Present,D,Passed
party150,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Hall (TX),D,TX,legislator,Present,D,Passed
party151,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Hamilton,D,IN,legislator,Present,D,Passed
party152,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Hammerschmidt,R,AR,legislator,Present,D,Passed
party153,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Hancock,R,MO,legislator,Present,D,Passed
party154,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Hansen,R,UT,legislator,Present,D,Passed
party155,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Harris,D,AL,legislator,Present,D,Passed
party156,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Hastert,R,IL,legislator,Present,D,Passed
party157,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Hatcher,D,GA,legislator,Present,D,Passed
party158,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Hawkins,D,CA,legislator,Present,D,Passed
party159,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Hayes (IL),D,IL,legislator,Present,D,Passed
party160,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Hayes,D,LA,legislator,Present,D,Passed
party161,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Hefley,R,CO,legislator,Present,D,Passed
party162,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Hefner,D,NC,legislator,Present,D,Passed
party163,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Henry,R,MI,legislator,Present,D,Passed
party164,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Herger,R,CA,legislator,Present,D,Passed
party165,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Hertel,D,MI,legislator,Present,D,Passed
party166,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Hiler,R,IN,legislator,Present,D,Passed
party167,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Hoagland,D,NE,legislator,Present,D,Passed
party168,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Hochbrueckner,D,NY,legislator,Present,D,Passed
party169,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Holloway,R,LA,legislator,Not Voting,D,Passed
party170,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Hopkins,R,KY,legislator,Present,D,Passed
party171,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Horton,R,NY,legislator,Present,D,Passed
party172,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Houghton,R,NY,legislator,Present,D,Passed
party173,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Hoyer,D,MD,legislator,Present,D,Passed
party174,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Hubbard,D,KY,legislator,Present,D,Passed
party175,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Huckaby,D,LA,legislator,Present,D,Passed
party176,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Hughes,D,NJ,legislator,Present,D,Passed
party177,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Hunter,R,CA,legislator,Present,D,Passed
party178,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Hutto,D,FL,legislator,Present,D,Passed
party179,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Hyde,R,IL,legislator,Present,D,Passed
party180,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Inhofe,R,OK,legislator,Present,D,Passed
party181,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Ireland,R,FL,legislator,Present,D,Passed
party182,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Jacobs,D,IN,legislator,Present,D,Passed
party183,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,James,R,FL,legislator,Present,D,Passed
party184,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Jenkins,D,GA,legislator,Not Voting,D,Passed
party185,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Johnson (CT),R,CT,legislator,Not Voting,D,Passed
party186,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Johnson (SD),D,SD,legislator,Present,D,Passed
party187,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Johnston,D,FL,legislator,Present,D,Passed
party188,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Jones (GA),D,GA,legislator,Present,D,Passed
party189,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Jones (NC),D,NC,legislator,Present,D,Passed
party190,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Jontz,D,IN,legislator,Present,D,Passed
party191,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Kanjorski,D,PA,legislator,Present,D,Passed
party192,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Kaptur,D,OH,legislator,Not Voting,D,Passed
party193,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Kasich,R,OH,legislator,Present,D,Passed
party194,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Kastenmeier,D,WI,legislator,Present,D,Passed
party195,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Kennedy (MA),D,MA,legislator,Present,D,Passed
party196,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Kennelly,D,CT,legislator,Present,D,Passed
party197,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Kildee,D,MI,legislator,Present,D,Passed
party198,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Kleczka,D,WI,legislator,Present,D,Passed
party199,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Kolbe,R,AZ,legislator,Not Voting,D,Passed
party200,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Kolter,D,PA,legislator,Not Voting,D,Passed
party201,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Kostmayer,D,PA,legislator,Present,D,Passed
party202,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Kyl,R,AZ,legislator,Present,D,Passed
party203,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,LaFalce,D,NY,legislator,Present,D,Passed
party204,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Lagomarsino,R,CA,legislator,Present,D,Passed
party205,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Lancaster,D,NC,legislator,Present,D,Passed
party206,1990,1,101,2nd,1,QUORUM 1,Call of the House,QUORUM,1/23/1990,Lantos,D,CA,legislator,Not Voting,D,Passed
